asset,entry_ts,entry_price,direction,take_profit,stop_loss,position_usd,leverage,confidence,rr_ratio,max_hold_bar,exit_ts,exit_price,outcome,pnl_usd,fold
OP,2026-01-13 12:00:00+00:00,0.3442,-1.0,0.3199857142857143,0.35582285714285716,1356.0387268869385,1.0,0.8492397665977478,2.08,2026-01-18 12:00:00+00:00,2026-01-13 20:00:00+00:00,0.35582285714285716,sl,-47.553217581410834,1
ATOM,2026-01-15 14:00:00+00:00,2.5,-1.0,2.4442857142857144,2.526742857142857,1323.6272357922185,1.0,0.8047696948051453,2.08,2026-01-20 14:00:00+00:00,2026-01-15 15:00:00+00:00,2.4442857142857144,tp,28.17435116186288,1
LINK,2026-01-13 20:00:00+00:00,14.06,-1.0,13.433214285714286,14.360857142857144,3970.8817073766554,3.0,0.9312447309494019,2.08,2026-01-18 20:00:00+00:00,2026-01-16 12:00:00+00:00,13.433214285714286,tp,173.0484587835306,1
POL,2026-01-16 15:00:00+00:00,0.1391,-1.0,0.13463571428571428,0.14124285714285714,4121.7988148357,3.0,0.948407769203186,2.08,2026-01-21 15:00:00+00:00,2026-01-16 20:00:00+00:00,0.14124285714285714,sl,-68.85529052104613,1
ATOM,2026-01-18 23:00:00+00:00,2.426,1.0,2.4911785714285712,2.394714285714286,1356.7191156483052,1.0,0.8094400763511658,2.08,2026-01-23 23:00:00+00:00,2026-01-19 00:00:00+00:00,2.394714285714286,sl,-19.25999479186779,1
NEAR,2026-01-18 20:00:00+00:00,1.629,1.0,1.732392857142857,1.5793714285714286,1356.7191156483052,1.0,0.8063039183616638,2.08,2026-01-23 20:00:00+00:00,2026-01-19 04:00:00+00:00,1.5793714285714286,sl,-43.09708754491621,1
ATOM,2026-01-19 00:00:00+00:00,2.352,1.0,2.449142857142857,2.3053714285714286,2703.8082339006764,2.0,0.8666730523109436,2.08,2026-01-24 00:00:00+00:00,2026-01-19 19:00:00+00:00,2.449142857142857,tp,108.96951532370724,1
UNI,2026-01-19 00:00:00+00:00,5.023,-1.0,4.728,5.1646,2703.8082339006764,2.0,0.8559537529945374,2.08,2026-01-24 00:00:00+00:00,2026-01-20 16:00:00+00:00,4.728,tp,156.0904240975147,1
DOT,2026-01-25 16:00:00+00:00,1.848,1.0,1.893,1.8264,2814.7896598388293,2.0,0.8603261709213257,2.08,2026-01-30 16:00:00+00:00,2026-01-25 18:00:00+00:00,1.8264,sl,-36.559365439023644,1
POL,2026-01-25 18:00:00+00:00,0.1184,-1.0,0.11536428571428572,0.11985714285714286,1398.2549885596586,1.0,0.8160953521728516,2.08,2026-01-30 18:00:00+00:00,2026-01-26 01:00:00+00:00,0.11985714285714286,sl,-19.02598544664838,1
